id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
1566	0x51826	shift_jis	5	A=,ｭ]		-5
1567	0x5182d	latin-1	56	Snake, there's something I forgot to#Ntell you before.	Snake, ha algo q esqueci de#Nte contar antes	-12
1568	0x51879	shift_jis	5	D=,ｭ]		-5
1569	0x51880	latin-1	59	There were five stealth camouflage#Nprototypes in my lab.	Havia 5 prototipos de camuflagem#Nno meu laboratorio	-7
1570	0x518c6	shift_jis	9	Yeah, so?	Sim.. e?	-1
1571	0x518d3	shift_jis	5	B=,ｭ]		-5
1572	0x518da	latin-1	57	If you take out the one I'm wearing,#Nthat leaves four.	Se tirar o q estou usando#Nsobram 4	-22
1573	0x5191e	shift_jis	39	Hey. This isn't first grade math class.	Isso nao eh aula de matematica	-9
1574	0x51949	shift_jis	5	L=,ｭ]		-5
1575	0x51950	latin-1	67	I thought I'd get one for you, #Nso I went back to the lab and...	Pensei em pegar um p/ vc#Nentao voltei ao laboratorio e..	-10
1576	0x5199e	shift_jis	5	Yeah?	Sim?	-1
1577	0x519b1	shift_jis	5	%=,ｭ]		-5
1578	0x519b8	shift_jis	28	The four suits were missing.	Os 4 trajes estavam faltando	0
1579	0x519df	shift_jis	10	.........?	......?	-3
1580	0x519ed	shift_jis	5	;=,ｭ]		-5
1581	0x519f4	latin-1	50	Also...about the elevator that#NI checked out...	tbm..sobre o elevador q#Nverifiquei..	-13
1582	0x51a31	shift_jis	20	It's really strange.	Realmente estranho	-2
1583	0x51a49	shift_jis	5	==,ｭ]		-5
1584	0x51a50	latin-1	52	It was like someone was intentionally#Nholding it.	Era como se alguem estivesse segurando#de proposito	-1
1585	0x51a8f	latin-1	67	When you were riding on it, did#Nthe weight limit warning go off?	Quando vc estava nele, o aviso#Nde limite de peso disparou?	-8
1586	0x51add	latin-1	52	That's another thing that bothered me#Nabout it...	Essa eh outra coisa q me incomodou#Nsobre isso..	-4
1587	0x51b15	shift_jis	5	I=,ｭ]		-5
1588	0x51b1c	latin-1	64	The warning went off and I know#NI couldn't be over the limit.	O aviso disparou e sei q#Nnao poderia estar acima do limite	-5
1589	0x51b67	shift_jis	22	How much do you weigh?	Quanto vc pesa?	-7
1590	0x51b88	shift_jis	10	About 135.	135kg..	-3
1591	0x51b9d	latin-1	54	But that elevator had a weight limit of#N650 pounds.	Mas aquele elevador tinha limite de peso de#N650lb	-4
1592	0x51bd7	shift_jis	5	G!ﾊｮ#		-5
1593	0x51bdd	latin-1	63	It would take at least five people to#Ngo over that limit...	Seriam necessarias ao menos 5 pessoas#Npassar daquele limite	-3
1594	0x51c20	shift_jis	5	=,0i		-5
1595	0x51c27	shift_jis	20	L...Look out, Snake!	C..Cuidado, Snake!	-2
1596	0x51c3f	shift_jis	5	M=,0i		-5
1597	0x51c46	latin-1	68	The guys who stole my stealth#Nprototypes are in there with you!!!	Os caras q roubaram meus prototipos#Nfurtivos estao la com vc!!!	-4
1598	0x51d0f	shift_jis	22	Snake!! Are you okay!?	Snake!! vc ta bem!?	-3
1599	0x51d29	shift_jis	5	"?!ﾊ""r"		-5
1600	0x51d2f	latin-1	55	Otacon!#NWere there any other stealth#Nprototypes?	Otacon!#NHavia outros prototipos#Nfurtivos?	-12
1601	0x51d6a	shift_jis	5	"""=,ｭ]"		-5
1602	0x51d71	shift_jis	25	No. There were only five.	Nao. Havia apenas 5	-6
1603	0x51d8e	latin-1	5	3!Ê÷;		-5
1604	0x51d94	shift_jis	43	So...this isn't stealth camouflage then...	Isso n eh camuflagem furtiva entao..	-7
1605	0x51de9	shift_jis	5	"""!ﾊｮ#"		-5
1606	0x51def	shift_jis	26	Someone's aiming at me...	Alguem ta mirando em mim	-2
1607	0x51e0d	shift_jis	5	"0!ﾊ""r"		-5
1608	0x51e13	latin-1	40	...in the middle of this#Nblizzard...	..no meio desta#Nnevasca..	-14
1609	0x51e46	shift_jis	13	...It's her!!	..Eh ela!!	-3
1610	0x51e5d	shift_jis	6	Wolf?	Wolf?	-1
1611	0x51e6e	shift_jis	15	...Sniper Wolf?	..Sniper Wolf?	-1
1612	0x51e88	shift_jis	13	Yes it's her!	Sim, eh ela!	-1
1613	0x51e99	shift_jis	5	=,(J		-5
1614	0x51e9f	shift_jis	24	...It's definitely her!	Eh definitivamente ela!	-1
1615	0x51ec2	latin-1	41	Otacon...#NYou sound like you're happy.	Otacon.#Nvc parece feliz	-17
1616	0x51ef5	shift_jis	12	No I'm not.	Nao estou	-3
1617	0x51f0c	shift_jis	19	So then what is it?	Entao o q eh?	-6
1618	0x51f23	latin-1	5	ìYìY		-5
1619	0x51f47	shift_jis	25	...please don't kill her!	..por favor nao a mate!	-2
1620	0x51f6a	shift_jis	17	Are you insane!?	Vc ta louco!?	-4
1621	0x51f7f	shift_jis	5	%=,tｧ		-5
1622	0x51f85	shift_jis	29	Please. She's a good person!	Por favor. Ela boa pessoa!	-3
1623	0x51fa6	shift_jis	5	0=,tｧ		-5
1624	0x51fad	shift_jis	39	You'd know that if you talked to her...	Saberia disso se falasse com ela..	-5
1625	0x51fd8	shift_jis	5	8!ﾊｮ#		-5
1626	0x51fde	latin-1	48	Listen to me, kid. She's a merciless#Nkiller.	Me escute, garoto. Ela assassina#Nsem piedade	-3
1627	0x52030	latin-1	5	+,=c		-5
1628	0x52036	shift_jis	35	I can see you perfectly from here.	Posso te ver perfeitamente daqui	-3
1629	0x520db	shift_jis	14	I told you...	Eu te disse..	-1
1630	0x520ed	latin-1	5	6,=c		-5
1631	0x520f4	latin-1	45	I'd never quit the hunt. #NNow you're mine.	Nunca desistiria da cacada#NAgora vc eh meu	-2
1632	0x52139	shift_jis	5	=,tｧ		-5
1633	0x5213f	shift_jis	21	Wolf! No, you can't!	Wolf! Nao vc n pode!	-1
1634	0x52172	shift_jis	39	Don't get between a wolf and its prey!	Nao se meta entre um lobo e sua presa!	-1
1635	0x5219d	shift_jis	5	?!ﾊｮ#		-5
1636	0x521a4	latin-1	54	You're pretty good if you can hit me in#Nthis storm.	Vc eh boa se conseguir me acertar#Nnesta tempestade	-3
1637	0x521e4	shift_jis	9	You see?	Viu?	-5
1638	0x521fb	latin-1	5	.,=c		-5
1639	0x52201	shift_jis	38	Women naturally make better soldiers.	Mulheres sao soldados melhores sabia?	-1
1640	0x52245	shift_jis	22	Wolf! Don't do this!!	Wolf! Nao faca isso!!	-1
1641	0x52279	shift_jis	17	Snake, I'm near.	Snake to perto	-3
1642	0x5228e	latin-1	5	%,=c		-5
1643	0x52295	shift_jis	28	Can't you sense me near you?	Consegue sentir?Perto de vc?	0
1644	0x522bc	latin-1	54	It's a mistake for a sniper to reveal her#Nlocation.	Eh um erro p/ o sniper revelar sua#Nlocalizacao	-7
1645	0x52323	latin-1	5	>,=c		-5
1646	0x52329	latin-1	54	Well I'm going to send you a love#Nletter, my dear.	Bem, vou te enviar uma carta#Nde amor, meu querido	-4
1647	0x52363	latin-1	5	W,=c		-5
1648	0x5236a	latin-1	78	Do you know what that is? It's a bullet#Nstraight from my gun to your heart.	Sabe o q eh isso? Eh uma bala#Ndireta da minha arma p/ seu coracao	-12
1649	0x523d0	shift_jis	5	&=,tｧ		-5
1650	0x523d6	shift_jis	30	Please!! Wolf!...Snake!...No!	Por favor! Wolf! Snake! Nao!	-2
1651	0x52412	shift_jis	7	Quiet!	Quieto	0
1652	0x52424	shift_jis	21	Don't get in our way!	Nao atrapalhe!	-7
1653	0x5243d	shift_jis	5	3!ﾊｮ#		-5
1654	0x52443	latin-1	43	Now I'm gonna pay you back#Nfor Meryl...	Agora vou te fazer pagar#Npela Meryl..	-5
1655	0x52478	shift_jis	21	You men are so weak.	Homens sao fracos	-4
1656	0x52491	latin-1	5	/,=c		-5
1657	0x52498	shift_jis	38	You can never finish what you start...	Nunca conseguem terminar o q comecam..	0
1658	0x5252a	shift_jis	6	Snake.	Snake	-1
1659	0x52540	shift_jis	5	">l""愨"		-5
1660	0x52547	latin-1	53	I've got something to tell you about#NNaomi Hunter.	Tenho algo p/ te contar sobre#Na Naomi Hunter	-8
1661	0x52587	shift_jis	15	What about her?	O q sobre ela?	-1
1662	0x5259a	shift_jis	5	"%l""愨"		-5
1663	0x525a1	shift_jis	28	Is this conversation secure?	Esta conversa eh segura?	-4
1664	0x525df	shift_jis	18	The monitor's off.	Sem Monitoramento	-1
1665	0x525fc	shift_jis	5	Okay.	Ok	-3
1666	0x5260c	shift_jis	10	What's up?	Oq foi?	-3
1667	0x5261a	shift_jis	5	"&l""愨"		-5
1668	0x52621	shift_jis	29	I was in the FBI too, y'know.	Eu tbm estava no FBI, sabe	-3
1669	0x52649	shift_jis	38	I didn't know that. What's your point?	Nao sabia disso. Qual seu ponto?	-6
1670	0x52673	shift_jis	5	"6l""愨"		-5
1671	0x5267a	latin-1	45	Dr. Hunter's story about her#Nbackground...	A historia da Dra. Hunter sobre seu#Npassado	-1
1672	0x526ab	shift_jis	5	"\l""愨"		-5
1673	0x526b2	latin-1	83	...about her grandfather being#Nan assistant secretary to Hoover in#Nthe FBI...	..sobre seu avo sendo#Nsecretario assistente do Hoover no#NFBI..	-19
1674	0x52719	shift_jis	5	"Ll""愨"		-5
1675	0x52720	latin-1	67	And then going undercover to#Ninvestigate the mafia in New York..	E entao, disfarcado#Npra investigar a mafia em Nova York	-11
1676	0x5276e	shift_jis	20	Yeah, what about it?	Sim, e dai?	-9
1677	0x5278d	shift_jis	21	It was all a big lie.	Era tudo uma farsa	-3
1678	0x527b6	shift_jis	18	What did you say?	O q disse?	-8
1679	0x527d3	shift_jis	27	It was really bothering me.	Estava me incomodando	-6
1680	0x527f9	shift_jis	27	Why would she lie about it?	Pq ela mentiria sobre isso?	0
1681	0x5281f	shift_jis	9	She lied?	Mentiu?	-2
1682	0x52833	shift_jis	19	She might be a spy!	Ela pode ser espia!	0
1683	0x52867	latin-1	55	C'mon. Even a high school student#Ncould see past it.	Qual eh. Ate um estudante do#Ncolegial notava isso	-5
1684	0x528a2	shift_jis	5	"[l""愨"		-5
1685	0x528a9	latin-1	82	The head of the FBI at that time,#NEdgar Hoover...he was a well-known#Nracist.	O chefe do FBI naquela epoca#NEdgar Hoover..ele era um racista#Nbem conhecido	-5
1686	0x528ff	shift_jis	5	":l""愨"		-5
1687	0x52906	latin-1	49	Didn't Naomi say that her father was#NJapanese?	A Naomi nao disse q seu pai era#Njapones?	-8
1688	0x5294d	shift_jis	5	"Dl""愨"		-5
1689	0x52954	latin-1	59	Well back then there wasn't a single#NAsian investigator.	Bem, naquela epoca n havia um unico#Ninvestigador asiatico	-1
1690	0x52993	shift_jis	5	"al""愨"		-5
1691	0x5299a	latin-1	88	Also, in the 1950's the undercover#Nmafia sting operations hadn't even#Nstarted yet.	tbm, nos anos 1950 as operacoes#Nencobertas contra a mafia nem haviam#Ncomecado ainda	-3
1692	0x529f6	shift_jis	5	"Bl""愨"		-5
1693	0x529fd	latin-1	57	They first started in 1960...in Chicago,#Nnot New York.	Comecaram primeiro em 1960..em Chicago#Nnao Nova York	-4
1694	0x52a4b	shift_jis	5	"!l""愨"		-5
1695	0x52a52	shift_jis	24	You better check it out.	Eh melhor verificar isso	0
1696	0x52a6e	shift_jis	5	"rl""愨"		-5
1697	0x52a75	latin-1	105	The chief and the president#Nmysteriously dying, that ninja...too#Nmany strange things are happening.	O chefe e o presidente#Nmorrendo misteriosamente, aquele ninja.. #Ncoisas estranhas estao acontecendo	-1
1698	0x52ae9	latin-1	48	Are you saying that Naomi might be#Nbehind it?	Esta dizendo Naomi pode estar#Npor tras disso?	-2
1699	0x52b35	shift_jis	5	"=l""愨"		-5
1700	0x52b3c	latin-1	52	Either that or she's working with the#Nterrorists.	Ou isso ou ela ta trabalhando com os#Nterroristas	-3
1701	0x52b7b	shift_jis	15	...Could it be?	Sera possivel?	-1
1702	0x52b8e	shift_jis	5	"+l""愨"		-5
1703	0x52b95	shift_jis	34	If I find out anything, I'll call.	Se descobrir algo, ligarei	-8
1704	0x52bc2	shift_jis	28	In the meantime, be careful!	Enquanto isso, tome cuidado!	0
1705	0x52c15	shift_jis	17	Snake, it's me...	Snake, sou eu..	-2
1706	0x52c31	shift_jis	7	Master?	Mestre?	0
1707	0x52c43	shift_jis	17	It's about Naomi.	Eh sobre a Naomi	-1
1708	0x52c5f	shift_jis	24	Turn your monitor off...	Desligue seu monitor..	-2
1709	0x52c95	shift_jis	18	What about Naomi?	Sobre a Naomi?	0
1710	0x52cc9	latin-1	5	"l""Öï"		-5
1711	0x52cd9	shift_jis	6	Damn!	Droga	0
1712	0x52cea	shift_jis	24	Colonel, is Naomi there?	Cel., a Naomi ta ai?	-4
1713	0x52d20	shift_jis	15	No she's away.	Nao, ela saiu	-2
1714	0x52d3a	shift_jis	25	She's taking a short nap.	Esta tirando uma soneca	-2
1715	0x52d5e	shift_jis	7	Hmmm...	Hmmm..	-1
1716	0x52d70	shift_jis	28	So what is this about Naomi?	Entao e isso sobre Naomi?	-3
1717	0x52db4	shift_jis	5	"<l""愨"		-5
1718	0x52dbb	latin-1	51	Maybe we'd better let the Colonel#Nhear this too.	Talvez seja melhor deixar o Cel#Nouvir isso tbm	-4
1719	0x52df9	shift_jis	20	Yeah...go on Master.	Sim..continue Mestre	0
1720	0x52e18	latin-1	67	Well basically, Dr. Naomi Hunter is not#NDr. Naomi Hunter at all.	Na verdade, a Dra. Naomi Hunter#Nnem eh a Dra. Naomi Hunter	-8
1721	0x52eac	shift_jis	5	"`l""愨"		-5
1722	0x52eb2	latin-1	88	I thought her story of her background#Nsounded kind of fishy, so I checked it#Nout.	Achei q a historia sobre seu passado#Nsoava meio suspeita, entao verifiquei	-13
1723	0x52f28	shift_jis	8	And...?	E..?	-4
1724	0x52f48	shift_jis	5	"Ql""愨"		-5
1725	0x52f4e	latin-1	73	There is an actual Dr. Naomi Hunter,#Nor I should say there was one...	Existe uma verdadeira Dr Naomi Hunter#Nou melhor dizendo, existia uma	-2
1726	0x52f9b	shift_jis	5	")l""愨"		-5
1727	0x52fa2	shift_jis	32	But she's not the woman we know.	Mas ela n eh a mulher q sabemos	2
1728	0x52fd7	latin-1	66	The real Naomi Hunter disappeared#Nsomewhere in the Middle East.	A verdadeira Naomi Hunter desapareceu#Nem lugar Oriente Medio	-5
1729	0x53024	latin-1	66	Our Naomi must have somehow#Nobtained her identification papers.	Nossa Naomi deve ter obtido#Nos documentos de identificacao dela	-2
1730	0x53084	shift_jis	27	So then who is she really?	Quem ela realmente eh?	-5
1731	0x530b7	shift_jis	5	"(l""愨"		-5
1732	0x530bd	shift_jis	32	She must be some kind of...spy.	Ela deve ser tipo.. uma espia	-3
1733	0x5310f	shift_jis	8	A spy!?	Espia!?	2
1734	0x5312f	shift_jis	5	"Cl""愨"		-5
1735	0x53135	latin-1	59	Yes...maybe she's been sent to#Nsabotage this operation.	Sim..talvez tenha sido enviada p/#Nsabotar ta operacao	-5
1736	0x53192	latin-1	5	5e^V		-5
1737	0x53198	latin-1	45	Are you saying she's with the#Nterrorists?	Esta dizendo q ela ta com os#Nterroristas?	-3
1738	0x531c9	shift_jis	5	.!ﾊｮ#		-5
1739	0x531d0	shift_jis	37	...I don't want to believe it either.	..tbm nao quero acreditar nisso	-6
1740	0x531f9	shift_jis	5	,!ﾊｮ#		-5
1741	0x53200	shift_jis	35	But she is working for FOX-HOUND...	Mas ela ta com a FOX-HOUND..	-7
1742	0x5322d	latin-1	48	So you think she had a part in the#Nuprising?	Entao acha q ela teve parte na#Nrevolta?	-8
1743	0x5327b	latin-1	65	Or she could be working with some#Ndifferent group altogether.	Ou ela poderia estar trabalhando com algum#Ngrupo diferente	-6
1744	0x532e6	shift_jis	20	Different group...?	Grupo diferente..?	-2
1745	0x53304	shift_jis	18	It couldn't be...	Nao pode ser..	-4
1746	0x5333e	shift_jis	24	Place her under arrest.	Coloquem-na sob prisao	-2
1747	0x53388	shift_jis	6	What!	Oq!	-3
1748	0x533ac	shift_jis	19	She's betrayed us.	Ela nos traiu	-6
1749	0x533ca	latin-1	72	She needs to be arrested and#Ninterrogated to find out who she's with.	Ela precisa ser presa e#Ninterrogada p/ descobrir com quem esta	-9
1750	0x5343e	latin-1	5	Fe^V		-5
1751	0x53444	latin-1	62	If she's one of their spies, #Nthen we're in big trouble...	Se ela eh uma espia deles#Nestamos com grandes problemas	-6
1752	0x53497	shift_jis	18	What do you mean!?	O q quer dizer!?	-2
1753	0x534bd	shift_jis	14	Oh nothing...	Ah nada..	-5
1754	0x534e3	shift_jis	5	"Jl""愨"		-5
1755	0x534e9	latin-1	66	Have you let her in on some#Nkind of vital secret or something?	Vc contou a ela algum#Ntipo de segredo vital ou algo assim?	-7
1756	0x53580	shift_jis	5	"vl""愨"		-5
1757	0x53586	latin-1	110	Does this have anything to do with the#Nmysterious deaths of the DARPA#NChief and the ArmsTech president?	Isso tem algo a ver com as mortes#Nmisteriosas do Chefe da DARPA#Ne do presidente da ArmsTech?	-16
1758	0x53626	shift_jis	20	I...I have no idea.	Eu..nao faco ideia	-2
1759	0x5365c	shift_jis	5	"Sl""愨"		-5
1760	0x53662	latin-1	75	Anyway, we cannot allow her to#Nparticipate any further in this mission.	De qualquer forma, nao podemos mais permitir q ela#Nparticipe da missao	-1
1761	0x536df	shift_jis	21	Wait, wait a minute.	Pera, espere minuto!	0
1762	0x536ff	latin-1	47	Without her, we can't complete this#Nmission.	Sem ela, nao podemos completar esta#Nmissao	-4
1763	0x53739	shift_jis	35	I knew it. You're hiding something.	Eu sabia. vc ta escondendo algo	-4
1764	0x53766	shift_jis	19	Give me some time.	Me de um tempo	-5
1765	0x53784	shift_jis	32	I'll try to get it out of her...	Vou tentar tirar isso dela..	-4
1766	0x537c2	shift_jis	12	Hurry then.	Se apresse	-2
1767	0x537d8	latin-1	65	We've got to figure out who she is#Nand what she's doing here.	Temos q descobrir quem ela eh#Ne o q ta fazendo aqui	-13
1768	0x5384f	shift_jis	26	Snake, give me some time.	Snake, me de um tempo	-5
1769	0x53874	shift_jis	35	I don't have any time left for you.	Nao tenho mais tempo p/ vc	-9
1770	0x5394d	shift_jis	16	Snake...it's me.	Snake..sou eu	-3
1771	0x53980	shift_jis	34	Did you find a good place to hide?	Encontrou bom lugar p/ esconder?	-2
1772	0x539a6	shift_jis	5	*=,ｭ]		-5
1773	0x539ad	shift_jis	33	Yeah, thanks to the stealth gear.	Sim gracas ao equipamento furtivo	0
1774	0x539e5	latin-1	59	It looks like they've finished getting#NMetal Gear ready.	Parece q terminaram de preparar#No Metal Gear	-14
1775	0x53a2b	shift_jis	21	How do you know that?	Como sabe disso?	-5
1776	0x53a4b	shift_jis	25	I overheard them talking.	Os ouvi conversando	-6
1777	0x53a8c	latin-1	53	Right in front of Metal Gear.#N...but it's strange.	Bem na frente do Metal Gear#N..mas eh estranho	-7
1778	0x53acc	shift_jis	8	What is?	Oq eh?	-2
1779	0x53adf	shift_jis	22	There's nobody here...	Nao ha ninguem aqui..	-1
1780	0x53b00	shift_jis	34	...no guards, nobody patrolling...	sem guardas, ninguem patrulhando	-2
1781	0x53b2d	shift_jis	18	...it's too quiet.	esta quieto demais	0
1782	0x53b43	shift_jis	5	)=,ｭ]		-5
1783	0x53b4a	shift_jis	32	Maybe because they're all ready.	Talvez pq estao todos prontos	-3
1784	0x53b6e	shift_jis	5	4=,ｭ]		-5
1785	0x53b75	latin-1	43	They said they even input#Nthe PAL codes.	Disseram q ate inseriram#Nos codigos PAL	-3
1786	0x53bab	shift_jis	17	What should I do?	O q devo fazer?	-2
1787	0x53bc0	shift_jis	5	\=,ｭ]		-5
1788	0x53bc7	latin-1	83	All we can do is use the override#Nsystem that President Baker told#Nyou about.	Tudo q podemos fazer eh usar o sistema#Nque o Presidente Baker#Nte contou	-10
1789	0x53c25	shift_jis	40	But I've only got one of the three keys.	Mas so tenho uma das 3 chaves	-11
1790	0x53c58	latin-1	78	And besides that, like Ocelot said,#Nthere's some trick to using the keys...	E alem disso, como o Ocelot disse#Nha algum truque p/ usar as chaves..	-8
1791	0x53cb0	shift_jis	18	Leave it to me...	Deixe cmg..	-7
1792	0x53ccd	shift_jis	26	You got some kind of plan?	Tem algum tipo de plano?	-2
1793	0x53ceb	shift_jis	5	5=,ｭ]		-5
1794	0x53cf1	latin-1	45	Well, I'm in the computer#Nroom right now.	Bem, estou na sala de#Ncomputadores agora	-4
1795	0x53d22	shift_jis	5	7=,ｭ]		-5
1796	0x53d29	latin-1	46	I'm trying to access Baker's private#Nfiles.	To tentando acessar os arquivos#Ndo Baker	-5
1797	0x53d62	shift_jis	14	Baker's files?	Do Baker?	1
1798	0x53d7b	shift_jis	26	Don't you need a password?	Nao precisa de uma senha?	-1
1799	0x53da0	shift_jis	32	Of course. But there are ways...	Claro. Mas ha formas..	-10
1800	0x53dd4	shift_jis	18	Are you a hacker?	Vc eh um hacker?	-2
1801	0x53dea	latin-1	5	=,ìY		-5
1802	0x53df4	shift_jis	5	/=,(J		-5
1803	0x53dfa	latin-1	39	Yup.#NThat describes me pretty well.	Sim#NIsso me descreve bem	-14
1804	0x53e2c	shift_jis	33	Does it look like you can get in?	Parece q consegue entrar?	-8
1805	0x53e57	shift_jis	18	I don't know yet.	Ainda nao sei	-5
1806	0x53e74	shift_jis	19	I'll give it a try.	Vou tentar	-9
1807	0x53e92	shift_jis	22	I'm counting on you...	Estou contando com vc	-1
1808	0x53f6e	shift_jis	22	Snake...it's me again.	Snake..sou eu de novo	-1
1809	0x53f9b	shift_jis	15	How's it going?	Como ta indo?	-2
1810	0x53fb5	shift_jis	15	Hmmm...not bad.	Hmmm..nada mal	-1
1811	0x53fc8	shift_jis	5	0=,ｭ]		-5
1812	0x53fcf	shift_jis	39	I just got past his 3rd security level.	Acabei de passar do nivel 3 de seg dele	0
1813	0x54001	shift_jis	28	He was a pretty careful guy.	Ele era um cara cuidadoso	-3
1814	0x54028	shift_jis	34	Do you think you'll break in soon?	Acha q vai invadir logo?	-10
1815	0x5404e	shift_jis	5	9=,ｭ]		-5
1816	0x54055	latin-1	48	I've never met a system I couldn't#Nbust into.	Nunca vi sistema q eu#Nnao invadisse	-12
1817	0x54090	shift_jis	20	Okay, keep trying...	Ok continue tentando	0
1818	0x5415a	shift_jis	16	Snake, I did it!	Snake, consegui!	0
1819	0x5417e	shift_jis	23	You got past security?	Passou pela seguranca?	-1
1820	0x5419f	shift_jis	9	Bingo!!!	Bingo!!!	-1
1821	0x541b2	shift_jis	23	Great! So whaddya got?	Otimo! Entao o q tem?	-2
1822	0x541cd	shift_jis	5	8=,ｭ]		-5
1823	0x541d3	latin-1	48	I accessed the confidential#NMetal Gear file.	Acessei o arquivo confidencial#Ndo Metal Gear	-3
1824	0x5420d	latin-1	66	So what about the PAL override#Nsystem that Baker talked about?	E quanto ao sistema de anulacao#NPAL que o Baker falou?	-2
1825	0x5425a	shift_jis	25	I haven't found it yet...	Ainda nao encontrei..	-4
