offset	texto	tamanho_bytes	encoding	texto_traduzido
0x5951c	Yes, he's a ridiculous man.	27	shift_jis	Sim, ele é um homem ridículo.
0x59542	He truly believed that he was in#Ncommand of this operation.	62	latin-1	Ele realmente acreditava que estava no#Ncomando desta operação.
0x5958b	You bastard...!	15	shift_jis	Seu bastardo...!
0x595a5	There won't be a speck of evidence#Nleft.	43	latin-1	Não sobrará nem um traço de evidência.
0x595db	I'm sure the President would want the#Nsame thing.	52	latin-1	Tenho certeza que o Presidente quereria#Na mesma coisa.
0x59619	The President ordered this?	28	shift_jis	O Presidente ordenou isso?
0x59640	The President is a busy man.	28	shift_jis	O Presidente é um homem ocupado.
0x59667	I have complete authority here.	31	shift_jis	Tenho autoridade completa aqui.
0x5968a	R!ﾊﾂe	5	shift_jis	R!ﾊﾂe
0x59691	How do you plan on explaining a#Nnuclear attack on Alaska to the media?	73	latin-1	Como planeja explicar um ataque#Nnuclear ao Alasca para a mídia?
0x596fc	We've prepared a convincing cover#Nstory.	43	latin-1	Preparamos uma história de capa#Nconvincente.
0x59732	We'll simply say that the terrorists#Nexploded a nuclear device.	66	latin-1	Simplesmente diremos que os terroristas#Nexplodiram um dispositivo nuclear.
0x5977f	...Smart.	9	shift_jis	...Esperto.
0x5978c	^!ﾊ6ｴ	5	shift_jis	^!ﾊ6ｴ
0x59793	You'll be murdering everyone here.#NThe scientists, the Genome Army,#Neveryone...	85	latin-1	Estará assassinando todos aqui.#NOs cientistas, o Exército Genoma,#Ntodos...
0x597f3	Donald...	9	shift_jis	Donald...
0x59807	...the DARPA Chief is already dead...	37	shift_jis	...o Chefe da DARPA já está morto...
0x59830	A!ﾊﾂe	5	shift_jis	A!ﾊﾂe
0x59837	So you didn't mean to kill the DARPA#NChief after all?	56	latin-1	Então você não pretendia matar o Chefe#Nda DARPA afinal?
0x5987a	He was my friend.	17	shift_jis	Ele era meu amigo.
0x5988f	N!ﾊﾂe	5	shift_jis	N!ﾊﾂe
0x59896	And you could care less about what#Nhappens to everybody else, huh?	69	latin-1	E você se importa pouco com o que#Nacontece com todos os outros, né?
0x598e6	Well, if you give me the optic disc,#NI might consider saving them.	69	latin-1	Bem, se me der o disco ótico,#Nposso considerar salvá-los.
0x5995c	Metal Gear's test data!	23	shift_jis	Os dados de teste do Metal Gear!
0x5997e	Donald was supposed to bring it back.	37	shift_jis	Donald deveria tê-lo trazido de volta.
0x599ae	I don't have it.	16	shift_jis	Não o tenho.
0x599c9	I see.#NOh well that's okay...	32	latin-1	Entendo.#NAh bem, tudo bem...
0x599ed	9û¿/	5	latin-1	9û¿/
0x599f3	You two are an embarrassment from#Nthe 1970's.	49	latin-1	Vocês dois são uma vergonha dos#Nanos 1970.
0x59a28	.û¿/	5	latin-1	.û¿/
0x59a2f	...our country's dirty little secret.	37	shift_jis	...o pequeno segredo sujo do nosso país.
0x59a58	&û¿/	5	latin-1	&û¿/
0x59a5f	You can't be allowed to live.	29	shift_jis	Não podem ter permissão para viver.
0x59a86	Well, the bombs will be dropping#Nsoon, and you two have a lot of#Ncatching up to do.	90	latin-1	Bem, as bombas estarão caindo#Nem breve, e vocês dois têm muito#Nque conversar.
0x59aeb	Farewell.	9	shift_jis	Adeus.
0x59b2b	Snake, it's me.	15	shift_jis	Snake, sou eu.
0x59b45	Otacon, good news.	18	shift_jis	Otacon, boas notícias.
0x59b62	Meryl's okay.	13	shift_jis	A Meryl está bem.
0x59b79	All right!!!	13	shift_jis	Muito bem!!!
0x59b8a	&=,(J	5	shift_jis	&=,(J
0x59b91	You saved her, man. Good job!	29	shift_jis	Você a salvou, cara. Bom trabalho!
0x59bb9	I got some bad news too.	24	shift_jis	Também tenho más notícias.
0x59be6	We're about to be bombed.	25	shift_jis	Estamos prestes a ser bombardeados.
0x59c0a	Oh boy. I guess we're considered#Nexpendable.	47	latin-1	Nossa. Acho que somos considerados#Ndescartáveis.
0x59c44	Is there a way out of here?	27	shift_jis	Há uma saída daqui?
0x59c6a	A way out?	10	shift_jis	Uma saída?
0x59c7f	...Uh, yeah.	12	shift_jis	...Ah, sim.
0x59c96	You can take the loading tunnel to#Nthe surface.	50	latin-1	Pode pegar o túnel de carregamento para#Na superfície.
0x59cd3	There's a parking garage right next#Nto you.	46	latin-1	Há uma garagem bem ao#Nlado de você.
0x59d0c	The tunnel leads from there to#Nthe surface.	46	latin-1	O túnel leva de lá para#Na superfície.
0x59d45	The door in front?	18	shift_jis	A porta da frente?
0x59d62	No. It's a small entrance to the west#Nof that door.	54	latin-1	Não. É uma pequena entrada a oeste#Ndaquela porta.
0x59da3	How about the security?	23	shift_jis	E quanto à segurança?
0x59dc5	I just unlocked it.	19	shift_jis	Acabei de destravar.
0x59ddc	,=,(J	5	shift_jis	,=,(J
0x59de2	Who do you think you're talking to?	36	shift_jis	Com quem acha que está falando?
0x59e0a	E=,(J	5	shift_jis	E=,(J
0x59e11	I'll take care of security along your#Nescape route too...	60	latin-1	Também cuidarei da segurança ao longo#Nda sua rota de fuga...
0x59e58	What are you going to do?	25	shift_jis	O que vai fazer?
0x59e98	I'll stay here.	16	shift_jis	Vou ficar aqui.
0x59eb2	Are you crazy!	15	shift_jis	Você está louco!
0x59ecc	I need a little more time to take care#Nof your escape route.	63	latin-1	Preciso de mais um pouco de tempo para cuidar#Nda sua rota de fuga.
0x59f20	P=,tｧ	5	shift_jis	P=,tｧ
0x59f26	Unlocking the security doors#Nis difficult work.#NOnly I can do it.	72	latin-1	Destravar as portas de segurança#Né trabalho difícil.#NSó eu posso fazer.
0x59f83	Otacon?	7	shift_jis	Otacon?
0x59fac	I'm staying here.#NIt's my own decision.	42	latin-1	Vou ficar aqui.#NÉ minha própria decisão.
0x59fda	l!ﾊﾂe	5	shift_jis	l!ﾊﾂe
0x59fe1	Otacon, this is a hardened shelter, but#Nthey're going to use a surface piercing#Nnuclear bomb.	99	latin-1	Otacon, este é um abrigo reforçado, mas#Nvão usar uma bomba nuclear#Nperfurante de superfície.
0x5a04f	It won't hold.	14	shift_jis	Não vai aguentar.
0x5a068	I'm through regretting the past...	34	shift_jis	Cansei de lamentar o passado...
0x5a095	Life isn't all about loss, y'know...	36	shift_jis	A vida não é só sobre perdas, sabe...
0x5a0d9	Snake, I'm a complete person now.	33	shift_jis	Snake, agora sou uma pessoa completa.
0x5a105	I've found a reason to live.	28	shift_jis	Encontrei uma razão para viver.
0x5a12c	Good.	5	shift_jis	Bom.
0x5a13c	Don't die on me.	16	shift_jis	Não morra.
0x5a156	Same to you.	13	shift_jis	O mesmo para você.
0x5a167	"=,(J	5	shift_jis	"=,(J
0x5a16e	Take care of Meryl, okay.	25	shift_jis	Cuide da Meryl, ok.
0x5a192	I will...	9	shift_jis	Vou...
0x5a1a5	Okay I gotta go.	17	shift_jis	Ok, tenho que ir.
0x5a1c1	I promise I'll do something about#Nyour escape route.	55	latin-1	Prometo que farei algo sobre#Nsua rota de fuga.
0x5a215	"Thanks"...	13	latin-1	"Obrigado"...
0x5a226	!=,(J	5	shift_jis	!=,(J
0x5a22c	...oh, that sounds nice.	25	shift_jis	...ah, isso soa bem.
0x5a250	...I believe in you.	20	shift_jis	...Eu acredito em você.
0x5a26f	Thanks, Snake.	14	shift_jis	Obrigado, Snake.
0x5a310	Are you okay?	13	shift_jis	Você está bem?
0x5a328	Colonel, what happened?	23	shift_jis	Coronel, o que aconteceu?
0x5a34a	The Secretary of Defense has been#Narrested.	46	latin-1	O Secretário de Defesa foi#Npreso.
0x5a383	Early retirement.	17	shift_jis	Aposentadoria precoce.
0x5a3a8	Arrested?	10	shift_jis	Preso?
0x5a3bd	I was able to get into contact with#Nthe President.	53	latin-1	Consegui entrar em contato com#No Presidente.
0x5a3fd	Metal Gear, the training exercise...#Nall of it...it was all the Secretary of#NDefense acting alone.	104	latin-1	Metal Gear, o exercício de treinamento...#Ntudo isso...foi tudo o Secretário de#NDefesa agindo sozinho.
0x5a470	Acting alone?	13	shift_jis	Agindo sozinho?
0x5a481	A!ﾊｮ#	5	shift_jis	A!ﾊｮ#
0x5a487	What happened to the air raid and#Nthe nuclear strike?	57	latin-1	O que aconteceu com o ataque aéreo e#No ataque nuclear?
0x5a4cb	The orders were rescinded.	26	shift_jis	As ordens foram revogadas.
0x5a4f0	The F117s and the B2 Spirits have#Nreturned to the base.	58	latin-1	Os F117s e os B2 Spirits#Nvoltaram para a base.
0x5a53f	Once again, I have complete authority#Nover this operation.	61	latin-1	Mais uma vez, tenho autoridade completa#Nsobre esta operação.
0x5a59a	Washington isn't stupid enough to use#Nnukes to cover up a few secrets.	73	latin-1	Washington não é estúpida o suficiente para usar#Nbombas nucleares para encobrir alguns segredos.
0x5a5ee	I wonder about that.	20	shift_jis	Tenho dúvidas sobre isso.
0x5a60d	In any case, the danger's over...	33	shift_jis	De qualquer forma, o perigo passou...
0x5a652	Colonel, you can rest easy.	27	shift_jis	Coronel, pode descansar tranquilo.
0x5a678	Meryl's fine.	13	shift_jis	A Meryl está bem.
0x5a68f	Really?	8	shift_jis	Sério?
0x5a6a2	Thanks...	9	shift_jis	Obrigado...
0x5a6b6	...Thank you, Snake.	20	shift_jis	...Obrigado, Snake.
0x5a6f2	I'm sorry I...	14	shift_jis	Desculpe eu...
0x5a70b	...I kept a lot of things from you.	35	shift_jis	...escondi muitas coisas de você.
0x5a739	It's okay, Colonel.	19	shift_jis	Tudo bem, Coronel.
0x5a757	Snake,	6	shift_jis	Snake,
0x5a768	I'm not a Colonel.	18	shift_jis	Não sou um Coronel.
0x5a785	Oh that's right.	16	shift_jis	Ah é mesmo.
0x5a7a0	I've got a present for you.	27	shift_jis	Tenho um presente para você.
0x5a7c6	There's a snowmobile close to you.	34	shift_jis	Há um snowmobile perto de você.
0x5a7f3	Mei Ling saw it on the satellite photos.	40	shift_jis	A Mei Ling viu nas fotos de satélite.
0x5a826	This time of the year the glaciers are#Npretty calm.	54	latin-1	Nesta época do ano as geleiras estão#Nbem calmas.
0x5a867	You should be able to ride right out of#Nthere.	49	latin-1	Deveria conseguir sair de lá#Ndireto.
0x5a8a3	I'll bet the boys at the DIA and the#NNSA never expected you to come#Nhome alive.	85	latin-1	Aposto que os caras da DIA e da#NNSA nunca esperaram que você voltasse#Npara casa vivo.
0x5a903	Me neither.	11	shift_jis	Nem eu.
0x5a919	I better not show my face around#Nhere.	41	latin-1	É melhor eu não aparecer#Npor aqui.
0x5a94d	No danger of that.	18	shift_jis	Sem perigo disso.
0x5a96a	You two officially died after your jeep#Nsank into the ocean...	65	latin-1	Vocês dois oficialmente morreram depois que seu jipe#Nafundou no oceano...
0x5a9b6	That's not too far from the truth.	34	shift_jis	Isso não está longe da verdade.
0x5a9e3	Also there's a helicopter waiting for#Nyou on Fox Island.	59	latin-1	Também há um helicóptero esperando#Nvocês na Ilha Fox.
0x5aa29	Dr. Hal Emmerich should be#Nsomewhere on the base.	52	latin-1	O Dr. Hal Emmerich deve estar#Nem algum lugar na base.
0x5aa68	I want someone to bring him in.	31	shift_jis	Quero que alguém o traga.
0x5aaaa	Leave it to me.	15	shift_jis	Deixe comigo.
0x5aac4	Okay, Roy.	10	shift_jis	Ok, Roy.
0x5aad9	Are you going to be okay?	25	shift_jis	Você vai ficar bem?
0x5aafd	Don't worry. I've got an insurance#Npolicy.	45	latin-1	Não se preocupe. Tenho uma apólice#Nde seguros.
0x5ab35	...a hard copy of all Mei Ling's data.	38	shift_jis	...uma cópia física de todos os dados da Mei Ling.
0x5ab66	As long as I've got that, you, me and#NMei Ling will be fine.	63	latin-1	Enquanto eu tiver isso, você, eu e#Na Mei Ling ficaremos bem.
0x5aba9	@!Ê÷;	5	latin-1	@!Ê÷;
0x5abb0	The battery on these nanomachines#Nwill run out soon.	55	latin-1	A bateria dessas nanomáquinas#Nvai acabar logo.
0x5abeb	)!Ê÷;	5	latin-1	)!Ê÷;
0x5abf2	They won't be able to follow us.	32	shift_jis	Não conseguirão nos seguir.
0x5ac1d	I guess we won't meet again.	28	shift_jis	Acho que não nos encontraremos de novo.
0x5ac3d	7!ﾊr(	5	shift_jis	7!ﾊr(
0x5ac43	Don't worry. I'll pay you a visit#Nsometime.	47	latin-1	Não se preocupe. Vou te fazer#Numa visita algum dia.
0x5ac7c	Really? I'll look forward to that.	35	shift_jis	Sério? Vou ficar esperando por isso.
0x5aca9	Roy, just tell me one thing.	29	shift_jis	Roy, me diga apenas uma coisa.
0x5ace1	About FoxDie.	13	shift_jis	Sobre o FoxDie.
0x5acf9	Meryl will be fine.	19	shift_jis	Meryl ficará bem.
0x5ad17	She wasn't included in its#Nprogramming.	42	latin-1	Ela não foi incluída na sua#Nprogramação.
0x5ad4c	What about me?	14	shift_jis	E quanto a mim?
0x5ad65	It killed Liquid...	19	shift_jis	Matou o Liquid...
0x5ad83	Naomi said that she wants to talk to#Nyou face to face about that.	68	latin-1	Naomi disse que quer falar#Ncaracará com você sobre isso.
0x5add2	How is she?	11	shift_jis	Como ela está?
0x5adff	Mei Ling's with her right now.	30	shift_jis	Mei Ling está com ela agora.
0x5ae28	I'm switching over to Naomi.	28	shift_jis	Vou passar para a Naomi.
0x5b1e4	Colonel, about Meryl...	23	shift_jis	Coronel, sobre a Meryl...
0x5b20f	I already know...	18	shift_jis	Eu já sei...
0x5b240	Colonel?	9	shift_jis	Coronel?
0x5b253	Meryl was...	13	shift_jis	Meryl era...
0x5b26b	...my daughter.	15	shift_jis	...minha filha.
0x5b298	*e茜'	5	shift_jis	*e茜'
0x5b29e	I didn't find out until recently.	34	shift_jis	Só descobri recentemente.
0x5b2c4	Ge茜'	5	shift_jis	Ge茜'
0x5b2cb	I got a letter from her mother...#Nmy dead brother's wife...	62	latin-1	Recebi uma carta da mãe dela...#Na esposa do meu irmão morto...
0x5b30d	Be茜'	5	shift_jis	Be茜'
0x5b314	I was going to tell her after this#Noperation was over.	57	latin-1	Ia contar para ela depois que#Nesta operação terminasse.
0x5b358	Colonel, I...	13	shift_jis	Coronel, eu...
0x5b38c	Thanks, anyway.	15	shift_jis	Obrigado mesmo assim.
0x5b3da	I kept a lot of things from you.	32	shift_jis	Escondi muitas coisas de você.
0x5b423	Snake, I'm not a Colonel.	25	shift_jis	Snake, não sou Coronel.
0x5b8a3	Really?#NI'll look forward to that.	38	latin-1	Sério?#NVou ficar esperando por isso.
0x5ba76	I heard about my brother...	28	shift_jis	Soube sobre meu irmão...
0x5bab4	but he had one last message he#Nwanted to say to you.	55	latin-1	mas ele tinha uma última#Nmensagem para você.
0x5bb0c	He told me to tell you to forget about#Nhim and to go on with your own life.	78	latin-1	Ele me disse para dizer que#Nesqueça dele e siga sua vida.
0x5bb78	Frankie said that?	19	shift_jis	Frankie disse isso?
0x5bb96	Yeah. He also said he'll always love#Nyou...	46	latin-1	Sim. Também disse que sempre#Nvai te amar...
0x5bbcf	Naomi, your brother just saved you, me#Nand the whole world.	62	latin-1	Naomi, seu irmão salvou você,#Neu e o mundo inteiro.
0x5bc18	He fought with every ounce of#Nstrength in his body.	54	latin-1	Lutou com cada grama de#Nforça em seu corpo.
0x5bc59	Maybe...	8	shift_jis	Talvez...
0x5bc65	7盃ｱv	5	shift_jis	7盃ｱv
0x5bc6c	...maybe now he's finally found#Nsome peace.	46	latin-1	...talvez agora finalmente#Nencontrou paz.
0x5bca5	He wasn't really my brother anymore...	38	shift_jis	Ele não era mais meu irmão mesmo...
0x5bccf	M盃ｱv	5	shift_jis	M盃ｱv
0x5bcd6	Ever since he fought with you in#NZanzibar he's been like a ghost.	68	latin-1	Desde que lutou com você em#NZanzibar virou um fantasma.
0x5bd1e	.uðï	5	latin-1	.uðï
0x5bd24	A ghost looking for a place to die...	38	shift_jis	Um fantasma procurando onde morrer...
0x5bdd7	Naomi, Liquid died from FoxDie too.	35	shift_jis	Naomi, Liquid morreu de FoxDie também.
0x5be1e	When am I gonna go?	19	shift_jis	Quando vou morrer?
0x5be45	That's up to you.	18	shift_jis	Isso depende de você.
0x5be7e	Everybody dies when their time's up...	38	shift_jis	Todo mundo morre quando a hora chega...
0x5beaf	Yeah, so when's mine up?	24	shift_jis	Sim, então quando é a minha?
0x5bed2	It's up to you how you use the time#Nleft to you.	51	latin-1	Depende de você como usa o#Ntempo que te resta.
0x5bf10	Live, Snake.	12	shift_jis	Viva, Snake.
0x5bf27	That's all I can say to you.	28	shift_jis	É tudo que posso te dizer.
0x5bf99	If we do not drastically reduce the#Nnumber of stockpiled nuclear#Nweapons,...	82	latin-1	Se não reduzirmos drasticamente#No número de armas nucleares#Nestocadas,...
0x5bff6	it is going to become easier and#Neasier for terrorists to get their hands#Non them...that means more terrorist#Nattacks like this one.	141	latin-1	vai ficar cada vez mais fácil#Npara terroristas consegui-las...#Nisso significa mais ataques#Nterroristas como este.
0x5c08e	There was some talk about both sides#Nreducing their nuclear stockpiles to a#N"core deterrent force" of less than#N500 missiles each,	141	latin-1	Houve conversas sobre ambos os#Nlados reduzirem seus arsenais#Nnucleares para uma "força de#Ndissuasão" de menos de 500 mísseis,
0x5c126	and declaring that there would be no#Nnuclear counterstrike in the event of#Nthe use of conventional or chemical#Nweapons. But talks fell through.	152	latin-1	e declarando que não haveria#Ncontra-ataque nuclear em caso de#Nuso de armas convencionais ou#Nquímicas. Mas as negociações falharam.
0x5c1c2	w3ｯ@ﾃ	5	shift_jis	w3ｯ@ﾃ
0x5c1c8	It seems that America is unwilling to#Nrelinquish its position as the most#Npowerful country in the world.	111	latin-1	Parece que a América não quer#Nabrir mão de sua posição como#No país mais poderoso do mundo.
0x5c2bb	Snake, this is McDonell Miller.#NIt's been a long time.	57	latin-1	Snake, aqui é McDonell Miller.#NFaz muito tempo.
0x5c31f	)!ﾊ~	5	shift_jis	)!ﾊ~
0x5c326	Master? What are you doing here?	32	shift_jis	Mestre? O que está fazendo aqui?
0x5c37d	]l"愨	5	shift_jis	]l"愨
0x5c384	I quit being a drill instructor, so#NI moved out here for some peace#Nand quiet.	84	latin-1	Parei de ser instrutor, então#Nvim para cá em busca de paz#Ne sossego.
0x5c3dc	fl"愨	5	shift_jis	fl"愨
0x5c3e3	I'm in retirement just like you. Once in#Na while I still help train the Alaskan#NScouts.	93	latin-1	Estou aposentado como você. De vez#Nem quando ainda ajudo a treinar#Nos Escoteiros do Alasca.
0x5c485	Passing on the skills to a new#Ngeneration, huh?	50	latin-1	Passando as habilidades para#Numa nova geração, né?
0x5c502	Xl"愨	5	shift_jis	Xl"愨
0x5c509	Campbell told me about the situation#Nhere. I thought I might be of some use.	79	latin-1	Campbell me contou sobre a situação#Naqui. Achei que poderia ajudar.
